text	tag
to a situation) Really, Mr. Reed, there isn't anything to worry about. It was only a slap --	dialogue
All right, Amy.  Go tell Edward to take you.	dialogue
But it won't be Christmas tomorrow.	dialogue
Wouldn't it be just the same, darling, if daddy dropped the present at Mrs. Farren's on his way to town tomorrow morning?	dialogue
Mommy, could Edward take me to Mrs. Farren's house to give her her present?	dialogue
You can't open it yet. You have to put all of them under the tree until morning.	dialogue
Oh, thank you, darling.	dialogue
Look! Why don't you run out and play? The sun's shining.	dialogue
It was right there on top. Isn't she pretty?	dialogue
Where'd you get this, darling?	dialogue
I had my breakfast while you were still asleep.	dialogue
Edward will give you your breakfast, Amy.	dialogue
Sh! Then you must keep it true. Goodnight, darling.	dialogue
But it's already come true.	dialogue
You mustn't tell anybody, or it won't come true.	dialogue
I got my wish anyway.	dialogue
Well  the mother or daughter -- whichever one gave it to you. You ask Edward to go with you.	dialogue
I really don't know, but I do know that you must return the ring. You get Edward to take you up there and bring it back to the old lady.	dialogue
No dear. I don't know them, but I've heard about them.	dialogue
Do you know the people?	dialogue
On the back street  a green house	dialogue
Someone gave it to you? Where was this old house?	dialogue
At the old house with the voice.	dialogue
But where did you get it, Amy?	dialogue
That's what I wished on. Edward says it's a wishing ring -- and it is!	dialogue
Where did you get this ring?	dialogue
I made a wish today, and it came true just like Edward said it would.	dialogue
Did your wishes ever come true?	dialogue
Did you ever make a wish?	dialogue
Oh, you'll remember it some time.	dialogue
The song I was trying to hum. The song my friend, taught me.	dialogue
I suppose any note, no matter how sour, is a song if you hold on to it long enough.	dialogue
I wasn't saying anything. I was singing.	dialogue
What are saying, darling?	dialogue
I can make wishes like this come true.  I'll be just like Daddy wants me to be -- play with the other children -- not sit around by myself  tell the truth --	dialogue
But Edward, in this kind of a wish that doesn't matter.	dialogue
You know what I wished, Daddy? I wished I could be a good girl.	dialogue
We've got to go on.  Amy, here, all this time, you've let your mother and father think you had forgotten that old dream life of yours. Now we find you've only kept it secret.	dialogue
Oliver, please. Let's not go on with this. The child's trembling.	dialogue
That darn kid. I never in my life expected her to get an A in arithmetic. Math's is a practical science --- if she understands figures, she's well out of her own world of make-believe.	dialogue
Some day I'm afraid we're going to have to tell her about Irena.	dialogue
Amy picked it off the top of that stack. Perhaps you'd better go through the whole bunch. There may be others of Irena in there.	dialogue
Where did you get it?	dialogue
Well, you know where it is.	dialogue
I haven't had my breakfast.	dialogue
I'm sorry. I was somewhere else. He returns to the card game.	dialogue
I thought Amy was calling. I guess not.	dialogue
I'm not shouting at you, but there's no doubt in my mind that you spoil this child!	dialogue
You're shouting at me.	dialogue
You mean you didn't. It seems to me the least you could do. You can't just jump at conclusions that way. You're being unfair.	dialogue
Well, it seemed to me --	dialogue
Did you hear the child out?	dialogue
Amy's been lying again.	dialogue
My, my, what a coil we're in! What's this all about?	dialogue
But they must have.  Amy and I made them out together.  You mailed them, didn't you, Edward?	dialogue
I called not only the Boyds but the Irvings.  Neither of them received invitations.	dialogue
I think I should.  3000W?	dialogue
All right, Ollie.  Go ahead. Call the Boyds...3000W...see if their darling Donald has left.	dialogue
No kids yet.  Something's gone wrong. Maybe I ought to call somebody.	dialogue
Oilie, that's for the children to play with.	dialogue
Gosh, in my day kids arrived at birthday parties before anybody was ready for them,	dialogue
It's nearly a quarter after four. The party was for four, wasn't it?	dialogue
I forgot I had it on.	dialogue
Why don't you take off your hat and stay awhile?	dialogue
Darling, no father could be nicer to a child than you are to Amy.	dialogue
You make me sound like the father in "East Lynne."	dialogue
I know, dear.  I understand. But try to worry a little less about her -- be a little easier in your thinking.  And especially today  let's forget about it. We want a really bang-up birthday party, don't we?	dialogue
No.  It's not that.  It's because I know what can happen when people begin to lie to themselves -- imagine things. I love Amy too much to let her lose herself in a dream world where butterflies become pals. I saw what happened to Irena with her Cat People.	dialogue
That's why I can tell you, straight out, you think too much about Irena -- blame yourself for her death.  And its your thinking and brooding about her that makes you so unnaturally concerned about Amy.	dialogue
I'm not a jealous woman, Oliver.	dialogue
All I have to do is look at Amy's eyes, blue and deep like yours.	dialogue
She's not Irena's child -- there's nothing of Irena in her. She's my child.	dialogue
I'd hate her to grow up like that.	dialogue
I'm sure I don't, Alice.  It's something else -- something moody -- something sickly --  She could almost be Irena's child.	dialogue
I wonder if you don't resent that in her?	dialogue
Well, it shows imagination, anyhow.	dialogue
She said something about that, Mrs. Reed  but she didn't tell me it was the Farren house. I'll get my other hat and coat and go over there.	dialogue
But I told her to go with you.	dialogue
Is that where she got the ring, Mrs. Reed? She shouldn't be up there.	dialogue
That's the Farren house.	dialogue
No, she went runnin' off to some old house she was talkin' about yesterday.	dialogue
I thought you were with Amy.	dialogue
And you should.  Your mommy tells me you've been such a good girl, and your daddy is so pleased with you.	dialogue
I got lots of presents.	dialogue
Maybe I'll drop in and see your Mommy.	dialogue
No, darling, I hadn't intended to.	dialogue
Are you coming to see us. Miss Callahan?	dialogue
Mommy's having a party for me. I asked Robert, and Donald, and Lois --	dialogue
Your birthday, Amy --  as she goes) -- and I have something for you in my locker. A present.	dialogue
It's late, Mommy -- you haven't forgotten my birthday party.	dialogue
Tell me tha real truth. You can see my friend, can't you?	dialogue
She's upstairs.. .the lady who lives up there.	dialogue
But there's no one here, darling.	dialogue
Yes, she was afraid. She said there was someone who wanted to kill me.	dialogue
I have eyes too, and I tell you no one's there. If you deny that, if you insist that this woman you call your friend is in the garden, then I'm afraid I shall have to punish you. Do you understand?	dialogue
Listen, darling. I want you to look once more. Take as long as you want. Look very carefully, and then I want you to tell me that no one's there.	dialogue
But Irena is in the garden. She's right there, under the tree.	dialogue
Amy, there's nothing there. There's no one at all in the garden.	dialogue
Don't you see her?...Right there, under the tree.	dialogue
Where, Amy? Where do you see her?	dialogue
She's there, just like I said she'd be.	dialogue
She's there whenever I call her!	dialogue
In the garden? Would she be there now?	dialogue
It isn't a secret. She plays with me. She plays with me in the garden all the time. Right out there in the garden, she does!	dialogue
Because she is my friend.	dialogue
Amy, answer me. Why did you call her your friend?	dialogue
Why, daddy, you know my friend too!	dialogue
This one hasn't got a name on it. Who's this one for, Amy?	dialogue
